n,a_n
2859,1.010147882160288744259893809140563137013315076768433507508510345038360021979926473507196641856287257298593571881326196621391810742857806103500067960581798486378140531756908793251428719923536307251130974593923526645116739399322232886592105288784936769e+7600
2860,1.250546448664943373309079427528197380007343486506713181263703647480684554335306360951332280909117073554725278521819572305352389270679584009384503755286272809986073704470934302000814704548826333828346302333967007617196390296437050428300436921275121982e+7603
2861,1.548697418861635284553000222517851106826042533120609222813280819988242591503154003427048031552358603534098064696526658169909333340909274422868323948783633535496764636854077976049903562259315381580650892113203009110059945497204840096138673135305370367e+7606
2862,1.918603120354393422925076949001351544886503183804024176525052134918505245039806854528531498878351850883538116751142915472831482385777846222366864254718675478555547261697927201716793691293660778382944431906937646128143555659479116248088859692161386441e+7609
2863,2.377691416318717789005218003540532477606449950808656232750126340334553488526307305495438858617685094868469439745379527763555958327271849508070102311178358963828411749420193247449485921204312354501671433043442293183944581007564514200078518160863354879e+7612
2864,2.947661112514168445302383811465693414671318797377005654349177088029827530154441876240175627094777994083122677757285506287669544458173289701065954712500847831177382375703822353322670576639360865092865427408521950083651784329059323986420773855661470962e+7615
2865,3.655537804108817601050459115704513221177558934383297378565355310974886628292795505249932370627826299852289529640632873697971491174640800007686545316789650155924456197496270332496969024113971522472477249504133888898476541530916058572598322572864325447e+7618
2866,4.534992986696473902472831021986522368959881170364063692433648204545442531132323072747943833887161912858253237228902453624385040900283518922662385674857422587718304310048689167854675558438426933653484845071262512541675079362395132932787709552041564568e+7621
2867,5.627992625197662695856212665124538301824268012571354132141822199603547904804669190382029967355978128602534899179961279961195758406090118550590632913940262734261809440026504104142836225963655927383599022806742165126725133763801559915561164955977780034e+7624
2868,6.98685815462275871336105971089772607073517712720576537276876720537005731996043560341449028506038327175592836406382855378792200722599644294805415321021794559018988019801345152994167354567844042800124307314364497951491150492217365028477156817447851473e+7627
2869,8.676843955091558681801767437549497762370567105592238395143529373162360028078559215750657298551066532452643976116732246092986368694178275854658569635596792747623657619567397045685516452430764372711461891450132826822042573354512584187992754643791811698e+7630
2870,1.077936180451476018536923307697927632985103082368201518691694803537466776563178926188439514611023974325796703100762443138136353408527621424073832595187755173229977351910747339467036024891078655421394193229802318835892081388132504116701039760011124142e+7634
2871,1.339601605708987410726359114872633282007139407457157312769701071437575341195878140608439872209525782413831718961313578330553966845510917630387841716569840647122398345479008757608131085565784909584780874464395488589212178964289022083142152930619634425e+7637
2872,1.665365507703539119110956873906405160018588629673394933406715607015224023298980126260353419028562872052235384108928446319427859531018668229970536230661318610002644556367764663477369747015002459239557245242051110844473244086139343200573702434244887434e+7640
2873,2.071069698394683712410417996848611642452763995795357404002636918225942399640052781560172323011833978174472709701403513844885515586262057188941403058721716018459976559622044125360317637540670940104184901986647807752419048457735032659742215796640916799e+7643
2874,2.576505382407227807170441917279227423938443097997825230596176991174104181041705629071817853417123248112538345377683785275045781372102252113511584836680232852020593173832717363876608906146000309680552821225301468404484878122361654982953027108351385004e+7646
2875,3.206406138340684728675173372849134206613762998770463352969570653307903536414287087576512747388191974053714951554556224142610049141049459441417949454618855461497346633255475920177838160961142639054367892312472957510403484772601896603237915234247023045e+7649
2876,3.99169264354304471943384971977942794305256531438205426608136098839309046661049471012151804587966999716085736666150772090401409524063334353715735327272885764805256794584546600194086236467135961432494180661881547460104787543133211950582976812462324983e+7652
2877,4.971033486127402228419585662420930079772051184983500154237723494298348460116486580526699122496629591885603726876834235181987200661406462407520419080542566912159829590013342227091155176890235752186847573675668333020687770560109194861848446875346333591e+7655
2878,6.192802985336740300719031567200921711873245543797640682932575371171111310288310519466053379629097170715634821825454739196210137788216338383885730527002202365040869932238106849377103809923702681057567272213859219326947705576533593162970295209130296274e+7658
2879,7.717537823098790643739451822589553324535189167155387554004982482304121439664761573420915608000459076124898964453182000707832845972165090519687471250260103142090540776908204921205446725754732330276831532733950392215389145608200235000418285264130080811e+7661
2880,9.621020602019052213891718157497513739316139366552305511345809220692285087593500925970479259084767816293710811883268264354081473401606926741206455044356359260435544530093910368498297026941318249363754679706595799643851065008847686801210404210465225686e+7664
