n,a_n_real
358,2.1361886167341429346858049707202652485111867488804514167946030146503648107054673624933412525220308333378998643839782424332414591404370878361579136280845715406105750764336861658381342608775048567441164782821380263134998982911977604921467906801785870781017708992805052003449931502712797700260666714773094062523033371884629361977693125489530986340097310e+598
359,2.7039085009111531251076622130909374278048045997523133254840650060399002081252563244851142095425193868066792448849768878697271293176653800509281951118515521287560357938237537971367058871035107639654667309077456187280890856335590908159744694552919372625995669347977159987762176229744064474034094619666564964809087476204266044710048991023481171685146235e+600
360,3.4320667674846236113532672075856633327344391237714246277592589086701072471372053078892073831760417023825537200830200251976292519080611918239216218401731582165243422383940428495207097782763680288951867916472123299622933077694997263615031096615753606651505736336406806828934101453665440998924031067310727185989115067555802830293394067415272768848812498e+602
361,4.3684506907951565506838380622824622119137170785939446115296384925902488557549409304997258173081807729593989992177369849213505653726414198053231556198448019954059063987885312153073258116918634382365309941345506146637163594813543601899944246293767562582732731058440011567696495931180243156407758816205530809590616445693284998523244281360761997553450362e+604
362,5.5757561300846913747889495981367862253393858107711182118067067709769064344832695193211175144336545975389511885496736350665112329562117955965431261150493435649728036060442103719206808280135751988623421508077190785900906661273033629805000065723788701046172769814185813095580746902485866867741951444702141087676125392008933630828113360506125317711408077e+606
363,7.1364363048740885199338060039264843029064007462657123265495999323175314587061576830847934765716534575159039585137524095494025284680532322910366429877537368283850173997238901961868406472536899030105724859229690315905220340997061575947476441358971313643702679415926589930169146107000387484510008709071323269823484089472452147323876002337061498600075526e+608
364,9.1591884485181802797461689584605178162623608328221445629009532912593359894184375378587825570395271709474348152432466943467077535972781803269685711914934475828362299615708988278744406080386222882868681638508021688823199233854220359037693071494434998425692483304270913893604936429740828588124833930491347667510972700066565046703889377088156818596059095e+610
365,1.1787651225766275479685815660579337468700093889436027537550953958872270282671056087056370389934987406281040337626763892527457112569600434651925268518838958225932254870717238262005205048982702666165901282695640615721731893975092860082206483580087500562885353877886154810423066215254147460855654909107165110020543746637875437674392356258186352354394669e+613
366,1.5212092763939136931535380340109730187302483320172496451188371527049791752906025698904023234676364783801243776054825546047759233592861577257526247515078545844827362098081764072321718705363520799758924730688836185589366673584276141293609743992443656973902072891174057357967140973376202685190827747872848514922763341299669313821291039872571563082732301e+615
367,1.9685153171234421425739950286695819396564085628292519764588958200241845887322478393009172155464447352098811679045804047056101631739707732067311572816191029560103368218696981920040389804562527168949913962616000912510169015822663247750608486663738323646680336508013390385368177563293606959022533608060470797398598569615541306789020183243812449486944777e+617
368,2.5543096016730132506118172045983990605110129378396069560975045275510351518527367263574970811173794423530063428967688109243470888687436163689853503455155547005568246987526764800258637513234710382256557620747603112548812008460550153176926721063126954273898967586236089838839930261146792335203035239748915395553914506510877521207322241448360032954518177e+619
369,3.3234561554403066918998690723678228726881386724820730685430305840690449327662580228607643124338346486502342414301561022609786237036056072656390624839014291564315881590048569068748820626004892077553074649259690340591554175613964224527263773173937613654169851987390648989966332742398506757314104123414492823227292614743777284555269704467870161338949647e+621
370,4.3359557915631439503015872229176459788706686323000619776406967322528987381328547806930143779266415188052433730896956321264306022363567509502957263751199763980612986932195330120633744993204109738373912189442618749084736629282597260930757932039690551191362122477034390844597982626234899593371350076580999194340415573345715701234698358294848692501692999e+623
371,5.6722455419526340021845844172372444351287345689065761347904437252334028433241294372169327108468789864773549918256962570848836921784748148785425463000455527238160764082949572927508884126691511711714498281506812722759309282780009995875714503007905453350804561762345570759761574352282938203327212147703173189252692959505251010340538468160715978081177790e+625
